id,stageId,kanji,grade,questionType,question,choice1,choice2,choice3,choice4,correctAnswer,explanation
s1-q001,1,一,1,reading,「一」の読み方を選びなさい。,いち,に,さん,し,0,一は「いち」「ひと（つ）」と読みます
s1-q002,1,右,1,reading,「右」の読み方を選びなさい。,みぎ,ひだり,うえ,した,0,右は「みぎ」と読みます
s1-q003,1,雨,1,reading,「雨」の読み方を選びなさい。,あめ,うめ,あま,ゆき,0,雨は「あめ」と読みます
s1-q004,1,円,1,reading,「円」の読み方を選びなさい。,えん,まる,わ,きん,0,円は「えん」「まる」と読みます
s1-q005,1,王,1,reading,「王」の読み方を選びなさい。,おう,きみ,きん,しゅ,0,王は「おう」と読みます
s1-q006,1,音,1,reading,「音」の読み方を選びなさい。,おと,ね,こえ,うた,0,音は「おと」「ね」と読みます
s1-q007,1,下,1,reading,「下」の読み方を選びなさい。,した,か,うえ,なか,0,下は「した」「か」「くだ（る）」と読みます
s1-q008,1,火,1,reading,「火」の読み方を選びなさい。,ひ,か,み,つち,0,火は「ひ」「か」と読みます
s1-q009,1,花,1,reading,「花」の読み方を選びなさい。,はな,か,ばな,くさ,0,花は「はな」と読みます
s1-q010,1,貝,1,reading,「貝」の読み方を選びなさい。,かい,がい,ばい,から,0,貝は「かい」と読みます
s1-q011,1,学,1,reading,「学」の読み方を選びなさい。,がく,がっ,まな,べん,0,学は「がく」「まな（ぶ）」と読みます
s1-q012,1,気,1,reading,「気」の読み方を選びなさい。,き,け,いき,あめ,0,気は「き」「け」と読みます
s1-q013,1,九,1,reading,「九」の読み方を選びなさい。,きゅう,く,ここの,なな,0,九は「きゅう」「く」「ここの（つ）」と読みます
s1-q014,1,休,1,reading,「休」の読み方を選びなさい。,きゅう,やす,いこ,ねむ,0,休は「きゅう」「やす（む）」と読みます
s1-q015,1,玉,1,reading,「玉」の読み方を選びなさい。,たま,ぎょく,きん,おう,0,玉は「たま」「ぎょく」と読みます
s1-q016,1,金,1,reading,「金」の読み方を選びなさい。,きん,かね,がね,ぎん,0,金は「きん」「かね」と読みます
s1-q017,1,空,1,reading,「空」の読み方を選びなさい。,そら,くう,あ,から,0,空は「そら」「くう」「あ（く）」と読みます
s1-q018,1,月,1,reading,「月」の読み方を選びなさい。,つき,がつ,げつ,ひ,0,月は「つき」「がつ」「げつ」と読みます
s1-q019,1,犬,1,reading,「犬」の読み方を選びなさい。,いぬ,けん,ねこ,とり,0,犬は「いぬ」「けん」と読みます
s1-q020,1,見,1,reading,「見」の読み方を選びなさい。,み,けん,め,しょう,0,見は「み（る）」「けん」と読みます
s1-q021,1,火,1,bushu,「火」の部首の名前を選びなさい。,ひ,れっか,ひへん,か,0,火の部首は「ひ」です
s1-q022,1,花,1,bushu,「花」の部首の名前を選びなさい。,くさかんむり,はなへん,そうこう,きへん,0,花の部首は「くさかんむり」です
s1-q023,1,学,1,bushu,「学」の部首の名前を選びなさい。,うかんむり,まなび,がく,こ,0,学の部首は「うかんむり」です
s1-q024,1,休,1,bushu,「休」の部首の名前を選びなさい。,にんべん,ぎょうにんべん,ひと,き,0,休の部首は「にんべん」です
s1-q025,1,金,1,bushu,「金」の部首の名前を選びなさい。,かね,かねへん,きんへん,こがね,0,金の部首は「かね」です
s1-q026,1,犬,1,bushu,「犬」の部首の名前を選びなさい。,いぬ,けものへん,けん,どうぶつ,0,犬の部首は「いぬ」です
s1-q027,1,子,1,bushu,「子」の部首の名前を選びなさい。,こ,こへん,し,め,0,子の部首は「こ」です
s1-q028,1,山,1,bushu,「山」の部首の名前を選びなさい。,やま,やまへん,やまかんむり,さん,0,山の部首は「やま」です
s1-q029,1,下,1,okurigana,「下（　）」の正しい送り仮名を選びなさい。,さい,りる,ろす,げる,0,下さいが正解です
s1-q030,1,空,1,okurigana,「空（　）」の正しい送り仮名を選びなさい。,く,ける,き,かす,0,空くが正解です
s1-q031,1,休,1,okurigana,「休（　）」の正しい送り仮名を選びなさい。,む,める,まる,みる,0,休むが正解です
s1-q032,1,見,1,okurigana,「見（　）」の正しい送り仮名を選びなさい。,る,える,せる,られる,0,見るが正解です
s1-q033,1,出,1,okurigana,「出（　）」の正しい送り仮名を選びなさい。,る,す,て,で,0,出るが正解です
s1-q034,1,入,1,okurigana,「入（　）」の正しい送り仮名を選びなさい。,る,れる,り,らない,0,入るが正解です
s1-q035,1,上下,1,antonym,「上」の対義語を選びなさい。,下,右,左,前,0,上の反対は下です
s1-q036,1,左右,1,antonym,「左」の対義語を選びなさい。,右,下,上,前,0,左の反対は右です
s1-q037,1,入出,1,antonym,「入」の対義語を選びなさい。,出,上,下,来,0,入の反対は出です
s1-q038,1,女男,1,antonym,「女」の対義語を選びなさい。,男,子,母,父,0,女の反対は男です
s1-q039,1,下,1,homophone,「した」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）に置く。」,下,舌,死た,師た,0,置く場所は「下」です
s1-q040,1,糸,1,homophone,「いと」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を通す。」,糸,意図,従,愛,0,通すのは「糸」です
s1-q041,1,耳,1,homophone,「みみ」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）が痛い。」,耳,身身,実実,見見,0,痛いのは「耳」です
s1-q042,1,口,1,homophone,「くち」と読む漢字を選びなさい。文の意味に合うものを選びなさい。「（　）を開ける。」,口,九千,朽ち,句知,0,開けるのは「口」です
s1-q043,1,学校,1,compound,「学（　）」に入る漢字を選びなさい。,校,休,気,見,0,学校が正解です
s1-q044,1,見学,1,compound,「見（　）」に入る漢字を選びなさい。,学,休,気,王,0,見学が正解です
s1-q045,1,小学,1,compound,「小（　）」に入る漢字を選びなさい。,学,校,休,気,0,小学が正解です
s1-q046,1,森林,1,compound,「森（　）」に入る漢字を選びなさい。,林,木,山,川,0,森林が正解です
s1-q047,1,五,1,writing,「ご」を漢字で書いたものを選びなさい。,五,後,語,午,0,五が正解です
s1-q048,1,三,1,writing,「さん」を漢字で書いたものを選びなさい。,三,山,参,産,0,三が正解です
s1-q049,1,四,1,writing,「し」を漢字で書いたものを選びなさい。,四,死,士,子,0,四が正解です
s1-q050,1,七,1,writing,「しち」を漢字で書いたものを選びなさい。,七,質,失,十,0,七が正解です
s1-q051,1,十,1,writing,「じゅう」を漢字で書いたものを選びなさい。,十,重,銃,充,0,十が正解です
s1-q052,1,車,1,writing,「くるま」を漢字で書いたものを選びなさい。,車,来,軍,庫,0,車が正解です
s1-q053,1,手,1,writing,「て」を漢字で書いたものを選びなさい。,手,出,毛,目,0,手が正解です
s1-q054,1,字,1,writing,「じ」を漢字で書いたものを選びなさい。,字,寺,時,自,0,字が正解です
s1-q055,1,上,1,reading,「上」の読み方を選びなさい。,うえ,じょう,あ,のぼ,0,上は「うえ」「じょう」「あ（げる）」と読みます
s1-q056,1,女,1,reading,「女」の読み方を選びなさい。,おんな,じょ,め,むすめ,0,女は「おんな」「じょ」と読みます
s1-q057,1,小,1,reading,「小」の読み方を選びなさい。,しょう,ちい,こ,ちゃ,0,小は「しょう」「ちい（さい）」「こ」と読みます
s1-q058,1,左,1,reading,「左」の読み方を選びなさい。,ひだり,さ,みぎ,した,0,左は「ひだり」「さ」と読みます
s1-q059,1,校,1,writing,「こう」を漢字で書いたものを選びなさい。,校,工,交,高,0,校が正解です
s1-q060,1,森,1,writing,「もり」を漢字で書いたものを選びなさい。,森,林,木,村,0,森が正解です
